Id_Basol	Extracted_institution	BASOL_institution	Basias_institution
76.0381	{'La société CARREFOUR PROPERTY', 'la société SAS LCA', 'La société COMPTOIRS MODERNES - STOC'}	{'Station-service Ex-Comptoirs Modernes'}	{'"COMPTOIRS MODERNES (SA DES) ""STOC"""'}
76.0097	{'La société SA SNTF', 'la société SNTF', 'Normande de Tuyauterie Flexible', 'Société Nouvelle de Tuyauterie Flexible', 'La société SNTF'}	{'SNTF'}	{''}
76.0021	{'les Hauts Fourneaux de Rouen', 'la DRIRE', 'HFR'}	{'SHELL'}	{'CARRIERE SHELL'}
76.0095	{'ERAMET'}	{'ERAMET'}	{'ERAMET'}
76.0357	{'les COHV', 'graphite "', 'la société CEPIC', 'CEPIC'}	{'CEPIC (compagnie des procédés industriels carbomeca)'}	{'CEPIC (CIE DES PROCEDES INDUSTRIELS CARBOMECA)'}
76.0074	{'la société Burt', 'Boulton'}	{'ANCIENNE USINE A GOUDRON DE YAINVILLE'}	{'Ancienne usine à goudron de Yainville'}
76.0260	{'SENARD', 'la société RETEC', 'la société Monné'}	{'RETEC'}	{'RETEC'}
27.0100	{'La société TESSIER Jacques', 'monsieur TESSIER', 'CIMETIÈRE AUTOS', 'TESSIER Grégory'}	{'Cimetière Autos (ex TESSIER Jacques)'}	{'TESSIER JACQUES'}
76.0126	{'la DREAL', 'entreprise GIRPI', 'GIRPI', 'le site GIRPI', 'la société GIRPI', 'La société GIRPI', 'INERIS', 'La société LERAITRE'}	{'Société GIRPI'}	{'GIRPI'}
76.0105	{'des entreprises EDF', "le Ministère de l' Environnement", 'Gaz de France'}	{'Installation technique de Gaz de France'}	{'Installation technique de Gaz de France'}
27.0080	{'La société ATEM COURAGE'}	{'ATEM COURAGE'}	{'COURAGE (ETS)'}
76.0165	{'La société REGMA SOLUTIONS', 'REGMA SOLUTIONS', 'la société RHONE POULENC SYSTEMES', 'LA CELOPHANE', 'la société REGMA Solutions les sociétés NORMANDY COATING', 'La société ROUSSEAU', 'REGMA', 'BURGEAP', 'le préfet', "l' EPFN", 'REGMA Transfert Thermique', 'le rapport BURGEAP', 'la société REGMA Solutions', 'la société NORMANDY COATING', 'la CCI de Dieppe', 'nomme Maître MONTRAVERS', 'Regma', 'les sociétés DECO Design', 'Maître Montravers', 'la société REGMA', 'la société Regma Solutions', 'REGMA Solutions', 'LUCIEN RODARIE SOUDURE', 'ANTEA', 'la société Française de Viscose'}	{'REGMA SOLUTIONS'}	{'SAURIAU - MCTS / ex- REGMA / ex SA La Cellophane, ex usine La Viscose'}
76.0037	{'ESSO', 'SEDIBEX', 'EXXON MOBIL', 'la société \xa0 : SOCABU et EMCF', 'EMCF ( EXXONMOBIL CHEMICAL FRANCE', 'la zone industrielle de Port - Jérôme', 'EMCP', "d' EMCF", 'EXXON MOBIL CHEMICAL POLYMERES'}	{'EXXON MOBIL CHEMICAL FRANCE - branche Polymères (ex-EMCP)'}	{'EXXON CHEMICAL'}
76.0377	{'la société ANTEA', 'bâtiment Cimenterie par RUBIS TERMINAL', 'la société des HAUTS FOURNEAUX DE ROUEN', 'Cimenterie', 'la société SOFISERVICE', 'la société RUBIS TERMINAL'}	{'Site des Hauts Fourneaux de Rouen - Parcelle BC41'}	{'HAUTS FOURNEAUX DE ROUEN'}
76.0293	{'les services techniques de la ville de Rouen', 'la société ELF'}	{'Ancienne station service Elf (route de Lyons)'}	{'ELF DISTRIBUTION SA'}
76.0014	{'SCO', 'La société SCO', 'La société SCO relevait', 'SEVESO II ('}	{'SCO (ex Grande Paroisse Oissel ex SITE AZOLACQ)'}	{'GRANDE PAROISSE- ATO / ex AZOLACQ, ex KUHLMAN, ancienne Poudrerie'}
76.0002	set()	{'SITE SSI'}	{''}
76.0006	{'la Direction', 'Rapport ANTEA', 'la DDASS', 'BRGM', 'Courrier COURONAISE DE RAFFINAGE', 'AFFSET', 'Dossier ANTEA', 'BURGEAP', 'PETROPLUS', 'Normand', 'France', 'ANTEA', 'Rapport ENVIROMAX 90101'}	{'RAFFINERIE DE PETIT COURONNE (ex Couronnaise de Raffinage)'}	{'SHELL FRANCAISE SA - COURONNAISE DE RAFFINAGE / ex - Sté des Pétroles Jupiter, ex SA Shell Française, ex Shell Berre SA'}
27.0066	{'La société COSTIL Tannerie', 'la société COLOMER', 'le MEDDE', "le Préfet de l' Eure", 'le Tribunal de Commerce de Pont - Audemer', 'COSTIL', 'Maitre DIESBECQ', 'HPC Envirotech', 'le préfet', 'BURGEAP', "l' ADEME", 'ANTEA', 'Maître HESS'}	{'COSTIL Maître DIESBECQ'}	{'COSTIL TANNERIES DE FRANCE'}
27.0030	{'La DRIRE', 'Christian Gotti', 'le peintre sculpteur Gérard Garouste', 'La société ACHESON FRANCE', 'La Société GRAPHOIL', 'La Source "', 'la DRIRE', 'le groupe américain ACHESON', 'SOCOTEC ENVIRONNEMENT', 'la Société ACHESON', 'La Mairie de LA GUÉROULDE'}	{'ACHESON'}	{'ACHESON / ex Graphoil'}
27.0021	{'des entreprises EDF', "le Ministère de l' Environnement", 'Gaz de France'}	{"Agence d'exploitation EDF / GDF"}	{"AGENCE D'EXPLOITATION EDF/GDF"}
27.0055	{'Risques Sanitaires', 'la société SOPREMA', "L' ESR", 'Soprema', 'SOPREMA', 'la ville de Louviers'}	{'SOPREMA'}	{'SOPREMA (SOCIETE)'}
76.0078	{'VTN', 'La société VTN', 'la DRIRE', 'la société VTN', 'La société BODYCOTE HIT'}	{'Vide et Thermochimie de Normandie - VTN'}	{''}
76.0127	{'la société ORIL INDUSTRIE', 'la DRIRE', 'Bolbec'}	{'ORIL INDUSTRIE'}	{'ORIL PRODUITS CHIMIQUES / Ets Gillet - Thaon'}
76.0060	{"le Ministère de l' Environnement", 'Gaz de France'}	{'Usine à gaz de Bolbec'}	{'GDF'}
76.0154	{'la société CAILLARD', 'Tancarville'}	{'Quartier Saint Nicolas (ex Caillard)'}	{'ATELIERS FRANCAIS DE NORMANDIE - CAILLARD NORMANDIE / SA Caillard'}
76.0175	{'La société HAG COFFEX', 'la société HAG COFFEX', 'DCM'}	{'HAG COFFEX'}	{"COFFEX  HAG / ex SACEM (Sté d'Applications et de Constructions Electro-Mécaniques)"}
76.0268	set()	{'Univar (ex Lambert rivière)'}	{'LAMBERT RIVIERE SA (en partie)'}
76.0296	{'La société Thomson cuivre'}	{'THOMSON CUIVRE (Ex TREFIMETAUX)'}	{'PLASDOX / ex- THOMSON CUIVRE / ex trefilerie de Darnetal, ex Sté Tréfilerie et laminage du Havre, ex Dreyfus et fils'}
76.0046	{'SRM', 'la Société de Récupération Métallurgique', 'la Société ANTEA'}	{'SRM ABRAHAM'}	{''}
27.0010	{'Gaz de FRANCE', "le Ministère de l' Environnement", 'Gaz de France'}	{'Usine à gaz de Pacy sur Eure'}	{'ANCIENNE USINE A GAZ'}
76.0011	{'Monsieur HERGAUX Claude', 'la DRIRE', 'Société NORMANDIE PROPRETE'}	{'CARRIERE REMBLAYEE'}	{''}
27.0002	{'STEINER', 'société Steiner ne', 'la société Steiner', 'la société GESTER', 'BRGM', 'la société STEINER', 'le cabinet GESTER', '( Goodrich', 'ATE – GEOCLEAN', 'puits TAPON', 'de Steiner'}	{'SOCIETE STEINER'}	{'STEINER ETS (SA) / ex MV Steiner, Steiner Frères'}
76.0148	{'groupe SAGEM', 'la Société AUTOLIV ELECTRONIC SAS', 'SAINT ETIENNE DU ROUVRAY', 'la société SAGEM', 'Le site MORPHO du groupe SAFRAN', 'SAGEM', 'la Société PLASTEURE SA', 'société SAGEM', 'la Société Plastiques du Val de Seine', 'la société MORPHO'}	{'MORPHO groupe SAFRAN (ex: SAGEM)'}	{"SAGEM (Sté d' Applications Générales d'Electricité et de Mécanique )"}
27.0109	{'la société SUEZ Remediation', 'la famille SOUTIF'}	{'GRANDS MOULINS DE PARIS'}	{'GRANDS MOULINS DE PARIS / ex Soutif (Sté)'}
76.0201	{'port autonome de Rouen', 'le Port Autonome'}	{'LOHEAC'}	{'LOHEAC (SA) et LOHEAC LEVAGE (SARL)'}
76.0210	{'RESEAU PRO', 'la Centrale Des Bois', 'le Prefet de la Seine - Maritime'}	{'WOLSELEY France Bosi ex RESEAU-PRO (PBM) ex La Centrale des Bois'}	{'CENTRALE DES BOIS (LA)/ ex scieries de la manche SA'}
76.0221	{'la société DANONE France', 'DANONE', 'DANONE Neuchâtel'}	{'DANONE NEUFCHATEL « Garage »'}	{'DANONE FRANCE'}
76.0061	{'la société REVEILS BAYARD', 'Maître DULIERE', 'La société REVEILS BAYARD', 'ASCORA', 'ANDRA', 'la CMIR', 'GESTER', "l' EPFN", 'EPFN', 'REVEILS BAYARD'}	{'ANCIENNE USINE BAYARD'}	{'BAYARD'}
76.0396	{'la SCI LEBOUCHER', 'Me Marc BEREL', 'la SAS LEBOUCHER'}	{'SA LEBOUCHER'}	{'LEBOUCHER FRERES'}
76.0244	{'La commune de Saint - Etienne', 'la société Grande', "l' IIC", 'ROUEN SEINE AMENAGEMENT'}	{'Grande Paroisse Fontaine phosphogypse'}	{'GRANDE PAROISSE (Sté Chimique de la) / ex- CDF CHIMIE AZF'}
76.0326	{'la société SENARD - FONDERIE - MECANIQUE', 'la société', 'La société SENARD - FONDERIE - MECANIQUE'}	{'Fonderie SÉNARD'}	{'SENARD (ETS)'}
27.0088	{'m² , monsieur DELABARRE', 'de monsieur DELABARRE', 'Monsieur DELABARRE', 'la DDASS', ', monsieur DELABARRE', 'monsieur DELABARRE Roland', 'monsieur DELABARRE'}	{'DELABARRE Roland'}	{'Delabarre Roland'}
76.0063	{'la société ANTEA', 'Maître HESS', 'SCI ELGE'}	{'VINCO'}	{'VINCO'}
27.0024	{'groupe CARBONE LORRAINE', 'ASPOCOMP', 'les 2 sociétés ASPOCOMP', 'la société ASPOCOMP', 'IIC', 'la Radiotechnique', "la Compagnie Générale de l' Electricité", 'groupe finlandais ASPO Plc', 'Maître DIESBECQ', 'La société GP1', 'la Société COPRIM', "l' APAVE NORMANDE", 'La société ASPOCOMP', '.C - COMPELEC', 'la société PHILIPS', 'PHILIPS CIRCUITS IMPRIMES', 'la société BROWNFIELDS', 'la société voisine', 'FERROXDURE', 'RADIOTECHNIQUE - COPRIM', 'PHILIPS COMPOSANTS', '.C - PHILIPS COMPOSANTS', 'la société FERROXDURE'}	{'ASPOCOMP'}	{'ASPOCOMP'}
76.0189	{'la SCI des Commerces', 'la mairie d’ Epouville', 'la SA EVERS', 'SILITEX', 'La société SA GEORGES EVERS', 'des Ets EVERS', 'EVERS', 'grâce à la société FERLAM', 'Me HESS', 'la SA HLM Plaine Normande'}	{'EVERS (zone SCI des commerces)'}	{'Georges EVERS ET CIE'}
76.0022	set()	{'SITE ROND POINT DU BOIS CANY'}	{'SNPC / ORDURES SERVICE'}
76.0146	{'La ville de Rouen', "L' ESR", 'APC', "service départemental d' incendie et de secours de Seine Maritime"}	{'Boulonnerie de Rouen - Usine Valtier'}	{'VALTIER / ex. Sté Normande de Boulonnerie'}
27.0025	{'la Société PROSYNTHO', 'le Syndicat', 'la Société STPC VITTER', 'la société STPC VITER', 'du SAVITON', 'Les Laboratoires CHAMPIN', 'le SAVITON', 'La Société PROSYNTHO', 'PROSYNTHO', 'préfet', 'des Laboratoires CHAMPIN', 'le préfet de région'}	{'PROSYNTHO - STPC VITER'}	{'PROSYNTHO STPEVITER / ex Produits Chimiques Usine Pros-atho, ex Laboratoires Champin'}
27.0037	{'le centre EDF - GDF Services Normandie Eure', 'Gaz de France', 'le Ministère de l’ Environnement'}	{'Centre EDF-GDF Services Normandie Eure'}	{'EDF - GDF / ex Compagnie continentale du gaz'}
76.0044	{'Gaz de France'}	{"Usine à gaz du Havre - Site de l'université"}	{'GDF / ex Cie Européenne  du Gaz'}
76.0019	{'la société Shell', 'ENGIE', "une agence d' EDF - GDF Services", 'EDF', 'la compagnie parisienne des asphaltes', 'la société ENGIE', 'CPA', 'Gaz de France', "le Ministère de l' Environnement", 'GDF', 'gaz de France'}	{'Usine à gaz de Grand Quevilly'}	{'GDF - CPA / ex cokerie GDF'}
76.0317	{'la société Francia Hoval', 'la société Shell', 'Le site Francia Hoval', 'la société SHELL', 'que les sites Francia Hoval', 'Shell', 'SERNAM', 'groupe HOVAL', 'de la société Francia Hoval', 'Francia Hoval', 'de la société francia Hoval'}	{'SHELL (rue Desseaux)'}	{'SHELL FRANCAISE'}
76.0123	{'par   les établissements FRADENA', 'SEREP', 'Havre – Tancarville', 'des sociétés EXXONMOBIL', 'les entreprises CFT', 'SARM', 'EFBS', 'SEREP / SOGESTRAN', "Société d' Etude et de Réalisation d' Equipements Pétroliers", 'La SEREP', "l' entreprise SOGESTRAN"}	{"SEREP (Société d'études et de réalisation pour l'environnement et le procédé)"}	{'SEREP'}
76.0255	{'La société PLASTIC OMNIUM', 'Le site PLASTIC OMNIUM', 'Saint Romain de Colbosc', 'la société PLASTIC OMNIUM'}	{'PLASTIC OMNIUM'}	{'OMNIUM Plastic'}
76.0034	set()	{'Ancienne décharge ESSO'}	{''}
27.0015	{'Gaz de France', 'EDF', 'Gaz de FRANCE', "le Ministère de l' Environnement", 'EDF - GDF'}	{'Usine à gaz de Gisors'}	{'EDF - GDF / ex Usine à gaz de la ville de Gisors'}
76.0304	{'HCT', 'la DDASS'}	{'MAHIEU Maurice'}	{'MAHIEU Maurice'}
76.0107	{'la Direction de Transport Gaz', 'La DRIRE', 'Gaz de France', 'le Ministère de l’ Environnement'}	{'Agence de la Direction Transport de Gaz de France'}	{'Agence de la Direction Transport de Gaz de France'}
27.0044	{'EDR', 'BRGM', "L' ESR"}	{'PERFECT CIRCLE EUROPE'}	{'PERFECT CIRCLE EUROPE / ex Sté Floquet monopole'}
76.0076	{'La société Holfimer', 'la société SEMAD', 'la société des glacières', 'la société Holfimer', 'Duquesne'}	{'HOLFIMER (ex HUILERIES NORMANDES)'}	{''}
27.0075	{'La société AHLSTROM'}	{'AHLSTROM'}	{'AHLSTROM DALLE'}
76.0009	{'La DRIR', 'la société MALEZIEUX'}	{'DEPOSANTE DU CHENE-FOURCHU'}	{''}
76.0039	{'La société TOTAL', 'La société TOTAL FLUIDES', 'Tancarville'}	{'TOTAL Fluides'}	{'TOTAL SOLVANTS / ex HSD SA (Hydrocarbures de Saint Denis)'}
76.0346	set()	{'AUTOLIV'}	{'AUTOLIV ET CIE'}
76.0050	{'Herzog puis Fraenkel', 'YACCO', "l' entreprise BOYAVAL", 'le préfet de Seine - Maritime', 'la société KREBS', 'la société YACCO', 'centre de formation Greta Elbeuf', 'le groupe TOTAL', 'la Société YACCO'}	{'YACCO S.A.'}	{'YACCO (SA)'}
76.0038	set()	{'Usine à gaz de Montivilliers'}	{'GAZ FRANCO BELGE (STE DU)'}
76.0155	{'La société Fred Auto'}	{'FRED AUTO (SARL)'}	{"FAUVIL' AUTO - garage Tesnière / ex garage Hedouin"}
76.0271	{'SA Filature', 'la SARL " Desgenetais', 'Les Resto du Coeur', 'la " Société Lillebonnaise', 'la société " Comptoir Industrie Cotonnière "'}	{'DESGENETAIS (friche) (ex. Société Lillebonnaise de Caoutchouc)'}	{'STANDARD PRODUCT INDUSTRIEL (SPI) / LILLEBONNAISE DE CAOUTCHOUC / ex SA FILATURE DU VAL FONTAINE Ets Desgenetais Frères'}
76.0093	{'Tancarville', 'Saint Vigor', 'Gonfreville'}	{'TERRAIN DU HODE (Ex PAH)'}	{'TERRAIN DU HODE'}
87.0006	{'ENGIE', 'prescrit à Gaz de', 'HPC', 'et Egis Structures', 'de GDF', 'HPC Envirotech', 'centre SEDIBEX', 'par HPC Envirotech', 'la CDHV', 'GDF', 'Sandouville', 'par ERG Environnement', 'Gaz-de-France', 'propriété GDF', 'Foster Wheeler', 'EDF', 'Conseil Général de la Haute - Vienne', 'par la société Dames', 'par GDF', 'ERG Environnement', 'agence EDF - GDF', 'chemins de fer départementaux de la Haute - Vienne', 'Gaz de France', 'par la société Krebs', 'le Ministère'}	{'Ancienne usine à gaz de Saint-Junien (ENGIE ex-GDF)'}	{'GDF'}
23.0004	{'la Société Minière et Métallurgique', 'ICF Environnement', 'EGIS Structures et Environnement', 'BRGM', 'le cabinet IRH Ingénieur', "l' ADEME"}	{"ANCIENNES MINES D'OR DU CHATELET"}	{"Société des mines d'or du Chatelet"}
23.0008	{'AVIA', 'la marque AVIA', 'Groupe PICOTY', 'Le dépôt Picoty', 'SEVESO'}	{'SA PICOTY'}	{'PICOTY (SA)'}
19.0014	{'des entreprises Data Hertz', 'la société ELECTROZINC', 'la DREAL', 'La société ELECTROZINC', 'de la CABB', "d' ELECTROZINC", 'Bassin de Brive', 'CABB', 'la société Paumelerie Electrique', 'ELECTROZINC', 'des deux sociétés Data Hertz', "la Communauté d' Agglomération du Bassin de Brive", 'la Paumellerie Electrique', 'le syndic de copropriété VERLHAC', 'EGEH', 'la Paumellerie', 'la société ELCTROZINC', 'la CABB'}	{'Ancien site de la Paumellerie Electrique - ELECTROZINC'}	{'Paumellerie électrique'}
19.0001	{'La DRIRE', 'Bort', 'la DREAL', 'DRIRE', 'La DREAL', 'Bort-les-Orgues', 'la société BURGEAP', 'la société des Tanneries Bortoises', 'DEKRA', 'par la DRIRE', 'ANTEA', 'la mairie de Bort-les-Orgues', 'le BRGM', 'INERIS'}	{'ANCIENNES TANNERIES DE BORT LES ORGUES'}	{'Société anonyme des Tanneries de Bort'}
87.0012	{'la Société des Pétroles SHELL', 'par SHELL', 'la société SHELL'}	{'dépôt SHELL La Perdrix'}	{'SHELL'}
23.0005	{'SIRA', 'ICF Environnement', 'GDF - SUEZ', 'la Creuse', 'centre SEDIBEX', 'ICF', 'puis ENGIE', 'la DRIRE', 'sites BASIAS', 'Gaz de France', "le Ministère de l' Environnement", 'GDF', 'Gaz-de-France'}	{"Ancienne usine à gaz d'Aubusson"}	{'Régie municipale EDF GDF'}
87.0037	{'site MAZAL', 'la société MAZAL', 'par la Société MAZAL', 'La Société des Produits Chimiques MAZAL'}	{'MAZAL'}	{'Mazal'}
87.0014	{'La société EURO INVEST', 'la DREAL', 'la société TOTAL RAFFINAGE DISTRIBUTION', 'la société AMDE', 'la société SIMECSOL', 'la Compagnie Française de Raffinage', 'la société COINEAU', 'VIENNE', 'le BRGM', 'GUERET', 'par EGEH', 'dépôt pétrolier « TOTAL', 'AMDE', 'le Préfet', 'la Société Limousine des Carburants', 'CFR', 'CODERST', 'la DRIRE Limousin', '« TOTAL', '( EURO INVEST', 'fiche BASOL 87.0014', 'le CDH', 'EGEH', 'SOLIC', 'TOTAL', '( TOTAL + SOLIC', 'd’ EURO INVEST', 'TOTAL RAFFINAGE DISTRIBUTION', 'la société EGEH'}	{'Dépôt TOTAL Ventenat'}	{'Total, Cie française de distribution, direction régionale de Tours'}
87.0008	{'la société VALDI', 'Poueix', 'la Fonderie de Cuivre du Palais', 'La CGEP', 'CGEP', 'ANTEA', 'la Cité', 'la CGEP', 'la plateforme industrielle CGEP'}	{"CGEP (Compagnie Générale d'Electrolyse du Palais) Décharges"}	{"Cie générale d'electrolyse du Palais CGEP"}
23.0002	{'La société PICOTY SA', 'la société PICOTY', 'PICOTY', 'la société SOLIC', 'le BRGM', 'Groupe AVIA', 'la SOLIC'}	{'SITE PICOTY (ex SOLIC)'}	{'SITE SOLIC'}
87.0004	{'SUEZ', 'les consorts WATTELEZ', 'le cabinet AG PEX', 'la préfecture', 'TA de Limoges', 'la société WATTELEZ', 'La DREAL', 'la Mairie', 'le Conseil d’ État', 'le Tribunal Administratif de Limoges', 'le Maire', 'vers ALVEOL', 'la société WATTELEZ SA', 'le Conseil', 'ANF', 'Limoges Métropole', 'la société EURECA', 'SUEZ Remediation', 'DGS / DGPR', 'le Tribunal Administratif', 'par la Mairie', 'ANTEA', 'la Cour Administrative d’ Appel', 'le SYDED', 'SEDA', 'ALVEOL', 'la DREAL', 'BRGM', 'la société EURECA SA', 'de la société WATTELEZ et des consorts WATTELEZ', 'EURECA', 'Risques Sanitaires', 'préfet', 'SÉCURITÉ', 'par ANTEA', 'SUR VIENNE', 'le BRGM', 'La société WATTELEZ SA', 'Bordeaux', 'le Préfet', 'La SA WATTELEZ', 'EGEH - ANTEA', 'la SA WATTELEZ', 'la CAA de Bordeaux', 'WATTELEZ', 'la Société EURECA', 'ISDND', 'ISDND ALVEOL', 'ALEVOL', 'Madame le Maire', 'la société Wattelez', 'la société SEDA'}	{'ANCIENNE USINE WATTELEZ'}	{'Eureca, ex: Wattelez et Cie'}
54.0052	{'la société Saint Gobain'}	{'Usine PONT A MOUSSON de LIVERDUN'}	{'Pont-à-Mousson S.A., ex Sté des Fonderies de Pont-à-Mousson (SA)'}
57.0205	{'CREUTZWALD', 'la société NILOS', 'HENRI POINCARE'}	{'NILOS'}	{'NILOS France'}
54.0013	{'Recylux France', 'La société Recylux France', 'la société GDE ( GUY DAUPHIN ENVIRONNEMENT', 'GORCY'}	{'CRASSIER DE GORCY (EX SERTIC)'}	{'Recylux, ex Sté Sertic et Cie (SARL)'}
88.0095	{'la société MADELAINE CREATIONS', 'La société MADELAINE CREATION'}	{'FILATURE Madelaine Création'}	{'FILATURE DE LA MADELAINE SA, ex Maison SCHWARTZ, ANTUSZEWICZ et Cie'}
88.0070	{'la décharge FRI', 'La société FRI', 'la société Founchot', 'société Founchot', 'la société SARL ATC2 M', 'EnvirEauSol', 'la société FRI', 'Sakosta', 'la société FNI', 'site Founchot'}	{'Founchot Nouvelle Industrie'}	{'ATC2M, ex FOUNCHOT RESSA SARL, ex Ets FOUNCHOT'}
57.0012	{'France -', 'France - Transfo'}	{'FRANCE TRANSFO'}	{'FRANCE-TRANSFO'}
57.0007	{'la Préfecture de la Moselle', 'ONF', "l' ESR", 'la société Solvay', "la DRIRE d' Alsace"}	{'SOLVAY POLYOLEFINS EUROPE-FRANCE (ANCIENS BASSINS DE DECANTATION)'}	{'SOLVAY'}
57.0005	{'la SEE', 'la société TPF', 'ARKEMA', 'CRAY VALLEY', 'PROTELOR', 'TPF', 'sociétés Cokes de Carling', 'Cokes de Carling'}	{'TOTAL PETROCHEMICAL FRANCE (TPF)'}	{'ARKEMA et TOTAL Petrochemicals, ex-ELF ATOCHEM'}
88.0087	{'GOLBEY', 'MICHELIN de GOLBEY'}	{'MICHELIN'}	{'MICHELIN et CIE SA, ex Manufacture Française des Pneumatiques'}
57.0053	{'la société MIM', 'la société MIM à MERTEN', 'les représentants de l’ ADEME', 'La société MIM', 'le Préfet de Moselle', 'de MERTEN'}	{'MIM'}	{'M.I.M. (STE) - métallisation industrielle'}
57.0016	{'la société SOGEPASS'}	{'Crassier du Veymerange'}	{''}
57.0093	{'la société CLEMENS', 'CLEMENS', 'La société LORRAINE ZINGAGE', 'la société Clémens', 'La société CLEMENS', 'LORRAINE ZINGAGE', 'la société LORRAINE ZINGAGE'}	{'Ancien atelier de traitement de surface Lorraine Zingage'}	{'ETS E. CLEMENS ex STE LORRAINE ZINGAGE'}
54.0098	{"l' ESR"}	{'CRISTALLERIE DAUM'}	{'Cie Française du Cristal Daum, ex Sté des verreries de Vannes-le-Châtel'}
54.0113	{'le Préfet', 'la SARL JEANDESBOZ'}	{'Station-service Relais Trois Maisons'}	{'Total, ex Sté des carburants Excelsior - Relais des 3 maisons'}
54.0121	{'VANDIERE', 'La société PLACOPLATRE', 'PLACOPLATRE', 'VANDIERES', 'la société PLACOPLATRE'}	{'PLACOPLATRE'}	{"Platrières de  Lorraine et d'Alsace (SA), ex Placoplâtre (SA), ex Lambert Industries"}
88.0105	{'La société Faïence', 'Cristal de France'}	{'Verrerie - Cristallerie de Portieux'}	{'FAIENCE ET CRISTAL DE FRANCE, SNVAP VERRERIE DE PORTIEUX, ex CIE FRANCAISE DU CRISTAL, ex Verreries Réunies de Vallerysthal et Portieux SA, ex Verrerie de Vallerysthal SA, ex Verreries de Portieux'}
57.0146	{'la société SOFERLOR'}	{'SOFERLOR'}	{'SOFERLOR'}
54.0117	{'ANTOINE', 'La société ANTOINE ANDRÉ'}	{'ANTOINE André'}	{'Antoine'}
88.0050	{'DOCELLES', "l' EPFl", 'la société AUSSEDAT - REY', 'la société Cartonnerie Jacquemin', 'La société Cartonnerie Jacquemin'}	{'Cartonnerie Jacquemin'}	{'"JACQUEMIN P. SA, ex AUSSEDAT REY, ex Groupe LANA (JOB), ex PAPETERIE DE LANA SA ""Maurice LECOLE et Cie"""'}
54.0060	{'la société MANUFACTURE DE BACCARAT', 'La société MANUFACTURE DE BACCARAT', 'IED'}	{'CRISTALLERIES DE BACCARAT'}	{'Manufacture de Baccarat'}
54.0064	{'EGIS STRUCTURES ET ENVIRONNEMENT', 'la société TRAILOR', 'la DREAL', 'l’ ancienne société TRAILOR', 'La société TRAILOR', 'le Tribunal de Commerce de NANCY'}	{'Société TRAILOR'}	{'Général Trailers France (SA), ex Trailor (groupe Pullman)'}
57.0102	{'la société SIGHI - BARADE'}	{'Site SIGHI - BARADE'}	{'SOCIETE S.I.G.H.I. (SOCIETE D IMPORTATION D HUILES ET GRAISSES INDUSTRIELLES'}
54.0003	{'entreprise UFP', 'site UFP', 'la DREAL', 'BRGM', 'la DRIRE de Lorraine', 'la DRIRE', 'la Bouillante', 'le Service de la', 'UFP', 'le BRGM', 'la société Union Française des Pétroliers UFP'}	{'ANCIENNE USINE UNION FRANÇAISE DES PETROLES (U.F.P.)'}	{'ex Union Française des Pétroles (UFP), ex Pétrocarbol SA'}
57.0154	set()	{'EURO DIEUZE INDUSTRIE'}	{'EURO DIEUZE INDUSTRIE'}
54.0041	set()	{'Site RIMMA'}	{"Bialec, ex Sté Nancy-Energie . ex Régie Industrielle Municipale Mixte d'Assainissement (RIMMA). ex : District Urbain de l'agglomération Nacéienne. ex : Société Eco Mixte"}
54.0026	{'Gaz de France', 'le Ministère de l’ Environnement', 'la Direction Production Transport', 'GDF', 'une agence EDF GDF Services'}	{'ANCIENNE USINE A GAZ NANCY ILE DE CORSE'}	{'Dauphin Jacques . ex: Gaz de France . ex : Société Applications Gazières et Electriques'}
88.0078	{'La station service TOTAL Relais du Bois des Chenes', 'VINCEY'}	{'Station service TOTAL - Relais du bois des Chênes - Vincey'}	{'TOTAL Raffinage Distribution SA - Relais du Bois des Chênes'}
57.0183	{'La société Comptoir Général du Ressort', 'SARREBOURG'}	{'Comptoir Général du Ressort'}	{'COMPTOIR GENERAL DU RESSORT'}
54.0102	{'le préfet', "Cour administrative d' appel de Nancy", 'Le Tribunal administratif de Nancy', 'la Société SUTE', 'la société SUTE'}	{'ANCIEN SITE SUTE'}	{"S.U.T.E. Sté d'Usinage de tubes pour l'Electricité. (SA)"}
57.0019	{'une agence EDF GDF Services', "le Ministère de l' Environnement", 'la DRIRE', 'Gaz de France'}	{'ANCIENNE USINE A GAZ MONTIGNY'}	{'EDF-GDF'}
88.0072	{'la société MVM'}	{'MANUFACTURE VOSGIENNE DE MEUBLES'}	{'MANUFACTURE VOSGIENNE DE MEUBLES ET SIEGES.  SA'}
88.0025	{'la société BOLLORE Energie'}	{'BOLLORE ENERGIE'}	{'BOLLORE ENERGIE SA'}
88.0063	{'La société PEAUDOUCE', 'MOYENMOUTIER', 'les sociétés SOCOVOSGES', 'la SA SOCOVOSGES', 'la société PEAUDOUCE', 'HYGIENE PRODUCTS', 'la société Peaudouce', 'lagunes Peaudouce', 'EPFL', 'ABRAMANTE', 'la SA ABRAMANTE'}	{'Peaudouce (hors lagunes)'}	{'MOLNYKE SCA, ex PEAUDOUCE SA, ex Cie BOUSSAC SAINT FRERE - Filature Les Enclos'}
