Id_Basol	Extracted_institution	BASOL_institution	Basias_institution
77.0078	{'Les Etablissements BRUN', 'les services de la Préfecture', "commerciales , la SCI d' Ecuelles", 'la Société'}	{"Scierie d'Ecuelles"}	{"Scierie d'Ecuelles"}
77.0140	{'le Tribunal de Commerce de Meaux', 'la société NOUVELLE BROCHURE', 'La société BRODARD GRAPHIQUE', 'la Société BRODARD GRAPHIQUE', 'BRODARD GRAPHIQUE', 'groupe MAURY'}	{'Brodard Graphique'}	{'Brodard Graphique (Imprimerie)'}
93.0016	{'Stade de France', 'Gaz de France', "le Ministère de l' Environnement"}	{'ANCIENNE USINE A GAZ DU CORNILLON'}	{"GDF - GAZ DE FRANCE . SA du GAZ de PARIS . Cie PARISIENNE d'ECLAIRAGE et de CHAUFFAGE par le GAZ"}
92.0009	{"L' ESR"}	{'SOCIETE DES LUBRIFIANTS DE NANTERRE'}	{'FINA LUBRIFIANTS', 'SHELL Lubrifiants (Société des pétroles), anc. SHELL-BERRE (Compagnie de raffinage)'}
78.0100	{'le Préfet', 'le préfet', 'la société Turbomeca', 'préfet'}	{'TURBOMECA'}	{'TURBOMECA (SOCIETE)'}
91.0051	{'la compagnie française des Ferrailles', 'Fradena', 'Revival DERICHBOURG', 'La société Revival'}	{'REVIVAL DERICHEBOURG (ex CFF Recycling, ex FRADENA)'}	{'FRADENA, ex TAPIAU et Cie, ex ROL, ex LISTER et Cie, ex ACAM, ex CASSE AUTO, ex T2N, ex FRANCAISE DES FERRAILLES, ex AFFICUIVRE, ex APROMETAL, ex PULFER'}
93.0056	{'SCI TOGETHER', '( Altarea Cogedim', 'la compagnie des freins et signaux Westinghouse', 'la société SAB-WABCO', 'SETIMO', 'La société Westinghouse', 'Shurgard', 'Faiveley', 'le site Shurgard', "La cour administrative d' appel de Versailles", 'la SCI les Chênes', 'FAIVELEY TRANSPORT AMIENS', 'ICF la sablière', 'SCI GDLMA', 'la société Sab', 'SAB-WABCO', '( GP2', 'parcelle SHURGARD', 'SABWABCO', 'Le tribunal administratif de Montreuil'}	{'FAIVELEY (ex SAB WABCO)'}	{'SAB WABCO SA . Cie des FREINS DE WESTINGHOUSE'}
77.0037	{'la DRIRE', 'Gaz de France', 'des entreprises EDF', "le Ministère de l' Environnement"}	{'Installation technique de Gaz de France'}	{'Electricité de France - Gaz de France (EDF-GDF)'}
92.0016	{'La société LASSAILLY', 'BICHEBOIS', 'SCR', 'La société chimique de la route', 'Elf lubrifiant', 'la SEM92', 'la société', 'le Société Chimique de la Route'}	{'ZAC DES BORDS DE SEINE (SEM92)'}	{'Route (Société Chimique de la), anc. Lassailly-Bichebois (Société)'}
77.0104	{'SILEC', 'La société SAGEM'}	{'SILEC CABLE ( ex: SAGEM)'}	{'SILEC (Ste Industrielle de Liaisons Electriques)', 'SILEC (Sté Industrielle de liaisons électriques)', 'SAGEM, Ex. Société Industrielle de Liaisons Electriques (SILEC)', 'SILEC Cable, ex. SAGEM, ex. SILEC (Société Industrielle de Liaisons Electriques)'}
95.0015	{'CHIMEX', "l' OREAL", 'La société CHIMEX', 'société ANTEA', 'Le site CHIMEX'}	{'CHIMEX'}	{'CHIMEX, Sté'}
93.0023	{"le Ministère en charge de l' Environnement", 'GrDF', 'Une agence GrDF', 'Gaz de France'}	{'ANCIENNE USINE A GAZ DE VILLEMOMBLE'}	{"GDF . Cie d'ECLAIRAGE et de CHAUFFAGE par le GAZ de la BANLIEUE PARISIENNE"}
78.0014	{"Centre d' Etudes et de Formation", 'la DRIRE', 'Gaz de France', 'la société hollandaise ATM', "le Ministère de l' Environnement", 'GDF', 'la SEPRIM'}	{'Ancienne usine à gaz de VERSAILLES'}	{'GDF (GAZ DE FRANCE)'}
91.0012	{'La société FADIL', 'la société FADIL', 'groupe FEDERAL MOGUL', 'La société FEDERAL MOGUL', 'la société Ateliers Juliette Adam', 'la DDE', 'le préfet', 'ABEX PAGID Equipement', 'Marie Curie', 'la société', 'le BRGM', 'la société ABEX Industries SA'}	{'Ateliers Juliette Adam (ex FEDERAL MOGUL, ex ABEX PAGID EQUIPEMENT)'}	{'ABEX PAGIDE EQUIPEMENT, ex FADIL'}
78.0041	{'la société INOE', 'La société ETERNIT', 'le préfet des Yvelines', 'la société Eternit', 'la société ETERNIT'}	{'ETERNIT'}	{'ETERNIT (S.A.), anc. ELO (S.A.R.L. DU FIBROCIMENT ET DES REVETEMENTS), anc.  DALAMI (STE)'}
77.0024	{"le Ministère de l' Environnement", 'Gaz de France'}	{'ANCIENNE USINE A GAZ'}	{'Gaz de France'}
93.0086	{'La société Berthollet AMM Industrie', 'le préfet', 'le Tribunal de Commerce place la société BERTHOLLET AMM Industrie', 'le Tribunal de Grande Instance', 'BAMMI', 'Le préfet', 'la société AMM Industrie'}	{'Berthollet'}	{'BERTHOLLET et Fils (SA)'}
95.0071	{'la société SEXPROT', 'la société COSEL', 'SOCOTEC', 'La Société COSEL'}	{'SEXPROT / COSEL'}	{'COSEL'}
77.0121	{'la société MAVIDIS', 'La société Mavidis', 'la DRIEE', 'de la société Mavidis', 'la société Mavidis'}	{'Mavidis Centre E. Leclerc'}	{"SODIREG ET Société d'Applications Chimiques (SAPCHIM)"}
93.0007	set()	{'TOTAL RELAIS DE PICARDIE'}	{'TOTAL RELAIS de PICARDIE'}
94.0069	{'AFTRP', 'le préfet', 'NTONELLI', 'VITRY - SUR - SEINE', 'la Préfecture'}	{'ETS D. ANTONELLI'}	{'ANTONELLI D. (Ets)'}
92.0076	{'La SARL LUCIANI', 'La Ville', 'la préfecture'}	{'LUCIANI'}	{'Luciani'}
94.0035	{'La société Paris - Log', 'La société Paislog', 'le Tribunal de Commerce', 'la Société VULCAIN INDUSTRIE', 'la société ParisLog', 'la société Paris -'}	{'VULCAIN INDUSTRIE'}	{'VULCAIN INDUSTRIE, ex METALLURGIE ELECTRIQUE (Sté)'}
77.0110	{'La société FEDIAC', 'la préfecture', 'la société FEDIAC', 'la société', 'la simazine'}	{'FEDIAC'}	{'FEDIAC, Ex. MATCO))', 'FEDIAC'}
92.0007	{'EDF - GDF Services', 'Gaz de France', 'la nouvelle agence EDF - GDF Services', "le Ministère de l' Environnement", 'une agence clientèle EDF', 'GDF Services'}	{"ANCIENNE USINE A GAZ D'EDF GDF"}	{'EDF-GDF'}
92.0043	{'de Total', 'CODERST', 'Docks Pétrolier de Paris', 'Elf Aquitaine'}	{'DOCKS PETROLIERS DE PARIS (Labo services)'}	{'Docks Pétroliers de Paris (Société des) (DPP)', "TRAPIL (Société des Transports Pétroliers par Pipeline), anc. Dexel (Société), anc. G. Genet Ordures Services, anc. Société des Docks Pétroliers de Paris, anc. Société Pétrolière d'Importation"}
94.0016	{'COGEDIM', 'FER INDUSTRIE', 'la préfecture', 'la société SNC CITALIS DE COGEDIM', 'la Société COGEDIM', 'ENDUITOIT', 'la société COGEDIM', 'la Mairie', 'CITALIS', 'Citalis', 'la SEMACA', 'MOIA'}	{'ETABLISSEMENTS MOIA (cogedim)'}	{'MOIA, Etablissements'}
77.0057	{'La société Cooper'}	{'COOPERATION PHARMACEUTIQUE FRANCAISE (C.P.F.)'}	{'COOPER, ex Coopération Pharmaceutique Française (Société) (CPF)', 'Coopération Pharmaceutique Française (Société) (CPF)'}
91.0063	{"d\\'AKZO NOBEL", 'La DRIRE', 'la société AKZO', 'la DRIRE'}	{'AKZO NOBEL'}	{"AKZO NOBEL INDUSTRIAL COATINGS LIQUID, ex CASCO NOBEL FRANCE, ex SFD, ex RIPOLIN-GEORGET-FREITAG, ex RIPOLIN-GEORGET, ex RIPOLIN, ex LES TANNERIES D'OLLAINVILLE"}
91.0069	{'des entreprises EDF', 'GDF', "le Ministère de l' Environnement", 'Gaz de France'}	{"Agences clientèle et d'exploitation d'EDF / GDF"}	{"GAZ D'ETAMPE (SA DU) : Cie GENERALE DU GAZ pour la France et l'Etranger, ex EICHELBRENNER et Cie, ex EICHELBRENNER Auguste"}
95.0039	{'DYNEA Resins France', 'La société RASCHIG SAS', 'La Société RASCHIG SAS', 'le cabinet URS dames', 'la société Allemande RASCHIG GmbH', 'Raschig', 'Perstorp'}	{'RASCHIG SAS'}	{'Perstorp Bakélite / Perstorp Chemitec'}
91.0009	set()	{'SOCIETE VERALINE'}	{'VERALINE, ex FRANCE L et F (Division VERALINE), ex VERALINE - DYNAMIC (Compagnie de Caoutchouc Manufacturé), ex LOYER, ex AGA'}
77.0036	{'la DRIRE', 'Gaz de France', 'des entreprises EDF', "le Ministère de l' Environnement"}	{'Agence clientèle de Gaz de France'}	{'Gaz de France (Agence Clientèle de)'}
94.0026	{'L’ ESR', 'Préfet', 'le Préfet', 'la SNCF'}	{'SNCF- ATELIERS DES ARDOINES'}	{'SNCF, EMT DE PARIS SUD OUEST UP LES ARDOINES'}
77.0020	set()	{'SYNGENTA AGRO'}	{'NOVARTIS AGRO'}
78.0012	{'la société SHELL', 'La société SHELL', 'la société des Pétroles Shell', 'La société GMS', 'la Société SHELL', 'Tuyaux Bonna', 'SHELL', 'le préfet des Yvelines', 'la société YPC'}	{'ANCIENNE STATION FLUVIALE SHELL'}	{'SHELL (S.A.)', 'SHELL, STATION SERVICE FLUVIALE'}
77.0098	{'la société SOLER ENVIRONNEMENT', 'le Préfet', "l'", 'MONTEREAU FAULT YONNE', 'société BURGEAP', "l' AFTRP", 'la société GOUGIS', 'la société KUHN', 'la Société Nodet - Gougis'}	{'NODET GOUGIS (site des Noues)'}	{'NODET-GOUGIS'}
95.0036	{'la société SERPOL', 'la société BP Fioul Services', 'la société MOBIL'}	{'MOBIL OIL'}	{'MOBIL OIL'}
77.0009	{'la société Affimet'}	{'DECHARGE DE FOUJU-MOISENAY'}	{"Société Routière de l'Est Parisien"}
93.0038	{'ENGIE', 'centre EDF - GDF Services', 'Gaz de France', 'le Ministère en charge de l’ Environnement'}	{'Agence EDF-GDF Services'}	{'GDF - GAZ DE FRANCE'}
77.0099	{'le Préfet', 'la SCI Peiffimmo', 'La société ROBBE FRERES', 'La SCP PERNEY ANGEL', "l' Agence de la Maîtrise de l' Energie", 'la société', 'La société ROBBE Frères', 'le Ministre'}	{'ROBBE Frères'}	{'ROBBE Frères'}
93.0058	{'CFF REVIVAL', 'la DRIEE', 'La société CFF REVIVAL'}	{'REVIVAL ex CFF'}	{'REVIVAL . FRADENA . LAUTARD SA'}
78.0057	{'le Préfet des Yvelines', 'La Mairie', 'La société SACA', 'la société SACA', 'la mairie'}	{'SACA'}	{'SACA SOCIETE'}
95.0004	{"la Mission Interservices sur l' Eau"}	{'C.E.T. DE VEMARS'}	{"Aménagement et d'Exploitation de terrains Agricoles, Sté d' (S.A.E.T.A.)"}
92.0004	set()	{'EX DEPOT DE POUDRE DE LA SOCIETE FRANÇAISE DES MUNITIONS'}	{'SFM (Société Française des Munitions), anc. Fonderie Gévelot', 'SFM (Société Française des Munitions)'}
78.0011	{'LABO SERVICES', 'Labo Services', 'Le préfet', 'SUEZ CHEMICALS'}	{'LABO SERVICES (RIC)'}	{'RIC (SOCIETE), anc. PROVIALIMENT'}
93.0030	{'La société SFRM', 'Le préfet', 'la société SFRM', 'le préfet', 'La société FIRSTINOX'}	{'FIRSTINOX (ex SFRM)'}	{'FIRSTINOX . SFRM (SA)  - Sté Française de Récupération Métallurgique - ALUSUISSE FRANCE', 'FIRSTINOX . Cie GENERALE du DURALUMIN et du CUIVRE'}
91.0043	set()	{'COMUS (ex SEPV)'}	{'SEPV (Sté Européenne des Peintures et Vernis), ex FELIX KAUER'}
78.0081	{'La société des Tuyaux Flexibles Rudolph', 'la société des Tuyaux Flexibles Rudolph', 'préfet', 'la Mule'}	{'TUYAUX FLEXIBLES RUDOLPH'}	{'TUYAUX FLEXIBLES RUDOLPH'}
92.0035	{'Le site RUBIS TERMINAL', 'RUBIS TERMINAL', 'la société RUBIS TERMINAL'}	{'RUBIS TERMINAL PARTIE EST'}	{'Rubis Stockage'}
95.0012	{'le préfet', 'OMG VASSET'}	{'USINE VASSET'}	{'OMG VASSET, Société'}
77.0027	{'dépôt CCMP', 'la société CCMP', 'CCMP', '11 DRIEE', 'Le préfet', '93 DAE 2', 'SEVESO'}	{'CCMP'}	{'Raffinerie du Midi'}
93.0006	set()	{'RELAIS TOTAL DU PARC MONCEAU'}	{'TOTAL RELAIS du PARC  de MONTREAU'}
94.0039	{'la SCI KOALA', 'ENGIE', 'GDF SUEZ', 'Gaz de France', 'GDF', 'le Ministère de l’ Environnement', 'EDF - GDF'}	{'ENGIE-ANCIENNE USINE A GAZ'}	{'EDF-GDF'}
91.0096	{'le laboratoire NATIVELLE', 'La société PROCTER et GAMBLE', 'la société PROCTER et GAMBLE', 'PROCTER et GAMBLE', 'La société', 'la Fontaine St Cyr', 'La société PROCTER & GAMBLE', 'la DRIEE', 'société PROCTER & GAMBLE', "l' ESR", 'PROCTER et GAMBLE PHARMACEUTICALS Longjumeau'}	{'PROCTER ET GAMBLE PHARMACEUTICALS'}	{'PROCTER & GAMBLE PHARMACEUTICALS FRANCE (PGPF), ex Laboratoires NATIVELLE'}
93.0011	set()	{'TOTAL SOLVANTS'}	{'TOTAL Cie FRANÇAISE de RAFFINAGE (SA)', 'TOTAL STATION SERVICE', 'TOTAL SOLVANTS . HYDROCARBURES de SAINT-DENIS (SA des)'}
92.0068	{'EGS', 'Ouest ( GDF', 'le Ministère de l’ Environnement', 'EDF - GDF Services', 'Gaz de France', 'GDF'}	{'GDF DPT Région Ile-de-France et Magasin central de EDF-GDF Services'}	{'GAZ de France (GDF) (filiale qui exploite le site : Groupe Gazier de Transport de la Région Parisienne).', 'GAZ de France-EDF, Régie Autonome des Transports Parisiens (RATP), GGTRP'}
78.0009	{"le Ministère en charge de l' Environnement", 'GAZ de FRANCE', 'GDF', 'Gaz de France'}	{'Ancienne usine à gaz de Mantes la Jolie'}	{"GDF (GAZ DE FRANCE), anc. SOCIETE DU GAZ DE MANTES, anc. S.A.R.L. D'ECLAIRAGE PAR LE GAZ"}
92.0059	{'ETG', 'FOD', 'de FOD'}	{'ETG (ex CHAUSSON) Emboutissage Tôlerie Gennevilliers'}	{'ETG ET Société Anonyme des Usines Chausson', 'Chausson (SA), anc. Atrec (SA)', "Chausson (Usines), Gemmer et Walcker et Chénard, Sté d'Etudes et de Construction Aéro-Navales (SECAN)"}
92.0011	{"d' EDF/ GDF Services", 'Gaz de France', 'le Ministère', 'agence clientèle EDF', 'GDF', 'la société ENGIE', 'GDF Services'}	{'GAZ DE FRANCE'}	{"Gaz De France, anc. Usine de production et de distribution d'électricité"}
77.0127	{'la société SOCOTEC', 'la société SOGEPROM', 'NEMOURS', 'La ville de MELUN', 'La SA LES MOULINS DE MELUN', 'LES MOULINS DE NEMOURS'}	{'MOULINS DE MELUN'}	{'Moulins de Melun (Société des)'}
95.0003	{'La société SOS Electronic', 'la SCI Carnot'}	{'SOS ELECTRONIC'}	{'SOS ELECTRONIC'}
95.0060	set()	{'HOLMAERT SRC - HENRI BARBUSSE'}	{'Récupération de colombes Holmaert, Sté (SRC Holmaert)'}
77.0045	{"le ministère de l' Environnement", 'une agence EDF GDF Services', 'la DRIRE', 'Gaz de France'}	{'Centre EDFGDF Services Seine et Marne'}	{'Centre Electricité de France - Gaz de France (Centre EDF-GDF Services Seine et Marne)'}
68.0043	set()	{'TREDI'}	{'PEC TREDI', 'WALLACH, BOLLOREE ENERGIE, LAMBERT RIVIERE'}
67.0007	{'soudières SOLVAY', 'ONF', 'la société Solvay'}	{'INEOS (anciens bassins de décantation de SOLVAY)'}	{'Base aérienne 124', 'SOLVAY POLYOLEFINS EUROPE-FRANCE (Usine Solvay de Sarralbe 57)'}
68.0143	{'VARTA', "PILE d' ALSACE", "PILE D' ALSACE", 'BREITENBACH', 'la société PETRIX'}	{"PILE D'ALSACE - VARTA"}	{"PILES d'ALSACE SAS, ex VARTA SA, ex PERTRIX FRANCE"}
67.0090	set()	{'OUTILS WOLF'}	{'OUTILS WOLF SARL'}
67.0060	{'le Groupement Pétrolier de Strasbourg', 'la société Raffinerie de Strasbourg', 'la Société Européenne de Stockage'}	{'GROUPEMENT PETROLIER DE STRASBOURG'}	{'S.E.S. Société européenne de stockage', 'Port aux Pétroles', 'BOLLORE ENERGIE, ex RHIN - RHONE.'}
68.0036	{'la SERM', 'La société DOLLFUS MIEG', 'la Ville de Mulhouse'}	{'ANC. LAGUNES DOLLFUS MIEG -FILTERIE (DMC)'}	{'DOLLFUS, MIEG & Cie SA', 'COMMUNE DE ST-LOUIS'}
67.0024	{'la société MECAREX - HERTSCHUH', 'la société MECAREX'}	{'MECAREX'}	{'MECAREX SA, HERTSCHUCH Ets', 'MECAREX SA', 'PROCHIMEST'}
68.0041	{'La société METALLO', 'le Préfet', 'Metallo', 'la société Alsadif', 'le TGI de Mulhouse', 'la société METALLO', 'Me MULHAUPT', 'Me TRENSZ'}	{'METALLO'}	{'MDPA SA', 'METALLO, ex Tissage du Bas Stehelin Scheurer, ex Blanchiment Witz Ferdinand, ex Baudry, ex De Sandoz Baudry'}
68.0009	{'Rhodia', 'SPCM', 'ICMD', 'Rhodia Mulhouse'}	{'RHODIA ORGANIQUE - USINE MULHOUSE DORNACH (ex. ICMD)'}	{'ICMD (Industrie Chimique Mulhouse Dornach)'}
68.0039	{"l' ESR", 'La société DSM Nutritional Products'}	{'DSM NUTRITIONAL PRODUCTS FRANCE'}	{'ROCHE (Société Chimique ) SARL', 'SANDOZ (Parking), ex PCUK'}
67.0005	set()	{'BASE AERIENNE 124'}	{'Base aérienne 124', 'GDF, ex ALCOK'}
68.0049	set()	{'JEDELE TRAITEMENTS DE SURFACE'}	{'MDPA', 'JEDELE (Alfred) Ets'}
67.0021	{'le préfet', 'la société Antea', 'la société'}	{'Sté SPIELMANN ( ex-PROCHIMEST )'}	{'IMMOBILIERE PROCHIMEST - SOCIETE DES PEINTURES EUROPEENES - MAECHLER FRERES', 'DARAMIC SAS, ex GRACE', 'PROCHIMEST'}
68.0058	{'Rhodia PI', 'Rhodia Polyamides Intermediates', 'RHODIA PI'}	{'BUTACHIMIE'}	{'ICMD (Industrie Chimique Mulhouse Dornach)', 'RHODIA ALSACHIMIE, ex : RHONE POULENC'}
68.0001	{'la société Flex Connect', 'la société NICOSOFRA', 'LEONI , GIMFLEX puis Nicosofra', 'Flex Connect', 'SITA', 'Leoni Flex'}	{'Nicosofra (anc. GIMFLEX, anc GIM )'}	{'NICOLITCH SA GIM, ex GIM INDUSTRIE, ex DMC'}
67.0044	{'La société Bieber'}	{'CHAUDRONNERIE BIEBER'}	{'BIEBER. (Sté) S.A.', 'BIEBER (Henri) Ets S.A.R.L.'}
67.0009	{'société PCUK'}	{'Centre de Stockage de Déchets Ultimes (CSDU) SITA'}	{'BAYER (Polysar)', 'SITAL'}
67.0084	{"l' ESR", 'la société TOAL FINA ELF'}	{'CARAUTOROUTE'}	{'FINA-FRANCE (Sté)', 'ELF FRANCE, Service des Autoroutes.'}
68.0046	set()	{'ALCOA ARCHITECTURAL PRODUCTS SAS (ex. REYNOLDS ALUMINIUM)'}	{'MILLENIUM INORGANIC CHEMICALS', 'ALCOA ARCHITECTURAL ex REYNOLDS ALUMINIUM FRANCE, ex SILPAC'}
67.0248	{'préfet'}	{'Fabrique de papiers Brücker'}	{'BRUCKER (Auguste). Fabrique de papier.'}
68.0088	{'la SAMT', 'la Sté FIMALAC', 'COHV', 'la SERM', 'société FIMALAC', 'la SACM', 'la DRIRE', 'la MAT', 'FIMALAC', 'la société MAT', 'la SACM - T', 'la Ville'}	{'ANC. SACM (FIMALAC)'}	{'CUMMINS WARTSILA, ex ALSPI, ex SACM'}
68.0033	{'LAMBERT RIVIERE', 'la société LAMBERT RIVIERE', 'La société UNIVAR', 'UNIVAR', 'le préfet', 'préfet'}	{'STOCKAGE LAMBERT RIVIERE / nouvellement UNIVAR'}	{'S.P.C.M., PRODUITS CHIMIQUES ET MATIERES COLORANTES DE MULHOUSE SA, ex BLEYER (Antoine)', 'LAMBERT RIVIERE SA', 'LAMBERT RIVIERE ESSO STANDARD (Société Commerciale)', 'WALLACH, BOLLOREE ENERGIE, LAMBERT RIVIERE'}
68.0030	set()	{'USINE HAEFELY - TRENCH'}	{'HAEFELY-TRENCH SA, ex HAEFELY (Compagnie française des procédés Emile) SA', 'COMMUNE DE RIBEAUVILLE'}
67.0048	{'la DREAL', 'LECLERC'}	{'STATION SERVICE LECLERC'}	{"Union des Coopérateurs d'Alsace. ROND POINT"}
68.0159	set()	{'PROMARO'}	set()
68.0097	{'Alsacienne de Laine Peignée GLUCK', 'marque CITROEN', 'SACM Diesel', 'ALSPI', 'SACM de Mulhouse', 'SACM', 'La société ALSPI', 'Groupe CITROEN', 'CITROEN', 'le préfet'}	{'ANC. SACM (Pointe Citroen)'}	{'CUMMINS WARTSILA, ex ALSPI, ex SACM'}
68.0013	{'la société Bollore - Energie'}	{'BOLLORE ENERGIE'}	{'WALLACH, BOLLOREE ENERGIE, LAMBERT RIVIERE', 'BOLLORE ENERGIE, ex RHIN-RHÔNE SA'}
68.0053	set()	{'ENTREPOT PETROLIER DE MULHOUSE'}	{'ENTREPOTS PETROLIERS DE MULHOUSE SA', 'ALBEMARLE PPC', 'MILLENIUM INORGANIC CHEMICAL-ALBERMALE PPC, ex Thann et Mulhouse, ex Potasse et Produits Chimiques, ex Fabrique de produits Chimiques de Thann et Mulhouse,ex Fabrique de produits Chimiques de Thann...'}
67.0159	{'la société CADDIE', 'la CUS', 'La société CADDIE'}	{'CADDIE'}	{'"CADDIE S.A.  ""Les Ateliers Réunis pour la Fabrique d\'Articles Métalliques."'}
67.0193	{'la société MATCH', 'La société supermarché MATCH', 'SELESTAT', 'Colmar'}	{'MATCH'}	{'MATCH', 'Sté EUROPEENNE DE SUPERMARCHE MATCH'}
67.0002	{"l' ESR"}	{'DEPOT DU DOMAINE DE LA REITH'}	{'BEISER', 'ISS Environnement, ex NOVASERVICES et ABILIS', 'BEISER, ex Usine chimique de la Reith'}
67.0055	{'la société BP FRANCE', 'le transporteur SOTREMA', 'la société TRANSPORTS SOTRAMA', 'TRANSPORTS GRIMAUD', 'entreprise ZIEGLER', 'La société TRANSPORTS GRIMAUD'}	{'SITE ZIEGLER ex TRANSPORTS GRIMAUD'}	{'GRIMAUD Transports.'}
67.0026	{'La société MESSIER - BUGATTI', 'la société Messier Bugatti', 'la société par HISPANO - SUIZA', 'le Syndicat', 'le Préfet', 'groupe SNECMA', 'la société MESSIER SERVICES', 'la société BUGATTI', 'hydrogéologue ANTEA', 'la société Messier - Bugatti', 'la société MESSIER - BUGATTI'}	{'MESSIER-BUGATTI'}	{'', 'MESSIER & BUGATTI SA'}
68.0055	{'le Sous - Préfet de Mulhouse', 'BRGM', 'le GIDRB'}	{'DEPOT DU ROEMISLOCH'}	{'BEHR FRANCE SA', ''}
68.0008	{'SPCM', 'Rhodia Mulhouse', 'la société SPCM', 'la ville de Mulhouse', 'le Parc Expo de la Ville'}	{'ANC. USINE SPCM (parc exposition de la Ville de Mulhouse)'}	{'S.P.C.M., PRODUITS CHIMIQUES ET MATIERES COLORANTES DE MULHOUSE SA, ex BLEYER (Antoine)'}
68.0035	{'la COGEMA', 'ONF'}	{'ANC. SITE MINIER DE TEUFELSLOCH'}	{'', 'COGEMA'}
67.0030	{'la CCVB', 'la société STEINHIEL', 'La société STEINHEIL', 'WINDENBERGER - JENNER', 'des sociétés LIFETEX', 'la SA STEINHEIL', 'LIFETEX', 'le Préfet', 'le TGI de Saverne', 'la société STEINHEIL', 'La Communauté de communes de la Haute - Bruche', 'la société STEINHIEL - DIETERLEN', 'les sociétés STEINHEIL', 'la Communauté de communes de la Haute Vallée de la Bruche', 'la société LIFETEX', 'SARL LIFETEX', 'STEINHEIL'}	{'LIFETEX (ANC. STEINHEIL)'}	{'STEINHEIL - DIETERLEN. MARCHAL.G. et fils Ets. S.A.', 'LIFETEX, STEINHEIL-DIETERLEIN-MARCHAL G. FILS'}
67.0001	set()	{'SOCOMEC'}	{'MULTI SERVICES', 'SOCOMEC', 'SOCOMEC (Ets)'}
68.0047	set()	{'VELCOREX SINCE 1828 (ex SAIC VELCOREX CONCORD)'}	{'MDPA', 'SAIC-TAB, ex CERNAY SA'}
67.0049	{'la société Albus France', 'La société NEOCOLLE'}	{'ALBUS (anc. USINE KÖMMERLING)'}	{'ALBUS, ex KOMMERLING France S.A.R.L.', 'KOMMERLING France, ex SCHULER, ex NEOCOLE Fabrique de produits chimiques.'}
67.0118	{'EAT environnement', 'Bruche', 'La société Steinheil', 'la société STEINHEIL'}	{'ANC. DECHARGE STEINHEIL'}	{'STEINHEIL & DIETERLEN'}
67.0246	set()	{'TCA (Teinturerie centre Alsace)'}	{'T.C.A. Teinturerie Centre Alsace (ex Kindy Labonal)'}
68.0007	{'DRIRE', 'la DRIRE', 'la Ville de Mulhouse', 'Eselacker', 'BRGM', 'du Préfet', 'le BRGM'}	{'ANC. DECHARGE DE MULHOUSE (Eselacker)'}	{'VILLE DE MULHOUSE'}
68.0040	{'La société'}	{'KEMIRA CHIMIE (ex:RHODIA PPMC)'}	{'', 'RHODIA PPMC, ex BEVALOÏD SA'}
67.0052	{'TRW Composants Moteurs'}	{'FONDERIE DE LA BRUCHE -COLIBRU'}	{'FONDERIE DE LA BRUCHE, ex CAFAP,ex CONTROLS France'}
68.0023	{'les MDPA'}	{'TERRIL JOSEPH ELSE EST'}	{'MDPA'}
68.0087	set()	{'MARX SPAENLIN -SOMETALOR (av. de Suisse)'}	{'MARX & SPAENLIN SA'}
67.0059	{'la CRR'}	{'WAGRAM TERMINAL PORT'}	{'C.R.R. (Cie Rhénane de Raffinage)'}
68.0154	{'la Mairie de Saint', 'mécanique RUHLMANN', 'la société BELLECOLOR', 'la société RAVICOLOR', 'RAVICOLOR'}	{'ABAX-RAVICOLOR'}	{'RAVICOLOR', 'RAVICOLOR Société, ex RUHLMANN (Robert) Ets SARL, ex RUHLMANN (Georges)'}
68.0029	{'la société DMC', 'la société DMC Tissus', 'DMC Texunion', 'la Sté DMC – TEXUNION', 'ICF', 'la DRIRE', 'DMC Tissus'}	{'USINE DMC-TEXUNION'}	{'DMC Texunion', 'GDF SA'}
68.0062	set()	{'ESSO (AEROPORT BALE-MULHOUSE)'}	{'BADER SA, JET AVIATION, ESSO SAF, BP France, ex Société Française des Pétroles BP.'}
67.0106	{'le BRGM / DRP / DPSM / UTAM Est', 'ISMATEX', 'le BRGM', 'le BRGM / DRP / DPSM'}	{'PUITS III et VII'}	{''}
67.0008	{'la société Raffinerie de Strasbourg', 'complexe chimique DOW', 'La société', 'les installations de DOW', 'DOW', 'la société', 'La société Raffinerie'}	{'RAFFINERIE DE STRASBOURG'}	{'RAFFINERIE DE STRASBOURG', 'Port aux Pétroles'}
67.0063	{'RUBIS TERMINAL'}	{'RUBIS TERMINAL'}	{"PROPETROL SA ex ANTAR -PETROLES DE L'ATLANTIQUE ex MANUSTOCK ex TANKAGE & TRANSPORT"}
67.0256	{'La société ERGE 2000'}	{'ERGE 2000'}	{'ERGE 2000 Sté.'}
67.0047	{"l' ESR"}	{'DE DIETRICH THERMIQUE'}	{'DE DIETRICH et Cie, ex DE DIETRICH Thermique.'}
67.0018	{'la SNCF'}	{'GARE DE STRASBOURG'}	{'MESSIER & BUGATTI SA', 'SNCF - Gare de Strasbourg', 'S.N.C.F'}
67.0057	{'URS', 'la société Hager'}	{'HAGER (ex. FLASH)'}	{'HAGER, ex LA VEDETTE'}
68.0056	{'Le GIDRB', 'les services de la DREAL', 'GIDRB', 'BRGM', 'le GIDRB', 'Letten', 'le Sous - Préfet de Mulhouse'}	{'DEPOT DU LETTEN'}	{'', 'NICOLITCH SA GIM, ex GIM INDUSTRIE, ex DMC'}
